title,authors,publish_date,journal_name,doi,citations
Protocol for a scoping review of research on abortion in sub-Saharan Africa,"Kenneth Juma, Ramatou Ouedraogo, Meggie Mwoka, Anthony Idowu Ajayi, Emmy Igonya, Emmanuel Oloche Otukpa, Boniface Ayanbekongshie Ushie",published 15 Jul 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0254818,0
"Sequential Cross-Sectional Surveys in Orange Farm, a Township of South Africa, Revealed a Constant Low Voluntary Medical Male Circumcision Uptake among Adults despite Demand Creation Campaigns and High Acceptability","Esaie Marshall, Reathe Rain-Taljaard, Motlalepule Tsepe, Cornelius Monkwe, Florence Hlatswayo, Simphiwe Tshabalala, Simphiwe Khela, Lindo Xulu, Dumazile Xaba, Tebogo Molomo, Thobile Malinga, Adrian Puren, Bertran Auvert",published 18 Jul 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0158675,4
"Intimate Partner Violence, Relationship Power Inequity and the Role of Sexual and Social Risk Factors in the Production of Violence among Young Women Who Have Multiple Sexual Partners in a Peri-Urban Setting in South Africa","Yanga Z. Zembe, Loraine Townsend, Anna Thorson, Margrethe Silberschmidt, Anna Mia Ekstrom",published 23 Nov 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0139430,60
Acceptability of a community-embedded intervention for improving adolescent sexual and reproductive health in south-east Nigeria: A qualitative study,"Irene Ifeyinwa Eze, Chinyere Okeke, Chinazom Ekwueme, Chinyere Ojiugo Mbachu, Obinna Onwujekwe",published 14 Dec 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0295762,0
Exploring associations between household environmental factors and handwashing with essential agents in sub-Saharan Africa,"Aiggan Tamene, Aklilu Habte, Mihretu Tagesse, Fitsum Endale, Tamirat Melis, Zablon Wale Sewalem, Abel Afework",published 29 Jun 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0286735,2
CLSI-Derived Hematology and Biochemistry Reference Intervals for Healthy Adults in Eastern and Southern Africa,"Etienne Karita, Nzeera Ketter, Matt A. Price, Kayitesi Kayitenkore, Pontiano Kaleebu, Annet Nanvubya, Omu Anzala, Walter Jaoko, Gaudensia Mutua, Eugene Ruzagira, Joseph Mulenga, Eduard J. Sanders, Mary Mwangome, Susan Allen, Agnes Bwanika, Ubaldo Bahemuka, Ken Awuondo, Gloria Omosa, Bashir Farah, Pauli Amornkul, Josephine Birungi, Sarah Yates, Lisa Stoll-Johnson, Jill Gilmour, Gwynn Stevens, Erin Shutes, Olivier Manigart, Peter Hughes, Len Dally, Janet Scott, Wendy Stevens, Pat Fast, Anatoli Kamali",published 06 Feb 2009,PLOS ONE,https://doi.org/10.1371/journal.pone.0004401,134
Persistent Difficulties in Switching to Second-Line ART in Sub-Saharan Africa — A Systematic Review and Meta-Analysis,"Yoann Madec, Sandrine Leroy, Marie-Anne Rey-Cuille, Florence Huber, Alexandra Calmy",published 23 Dec 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0082724,45
Molecular epidemiology of fluoroquinolone resistant,"Getachew Tadesse, Tesfaye S. Tessema, Getenet Beyene, Abraham Aseffa",published 12 Feb 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0192575,30
"Prevalence and Predictors of Asymptomatic Malaria Parasitemia among Pregnant Women in the Rural Surroundings of Arbaminch Town, South Ethiopia","Desalegn Nega, Daniel Dana, Tamirat Tefera, Teferi Eshetu",published 07 Apr 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0123630,57
Epidemiology of postnatal depression and its associated factors in Africa: A systematic review and meta-analysis,"Abel Fekadu Dadi, Temesgen Yihunie Akalu, Adhanom Gebreegziabher Baraki, Haileab Fekadu Wolde",published 28 Apr 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0231940,53
Avian haemosporidians in the cattle egret (,"Cynthia M. Villar Couto, Graeme S. Cumming, Gustavo A. Lacorte, Carlos Congrains, Rafael Izbicki, Erika Martins Braga, Cristiano D. Rocha, Emmanuel Moralez-Silva, Dominic A. W. Henry, Shiiwua A. Manu, Jacinta Abalaka, Aissa Regalla, Alfredo Simão da Silva, Moussa S. Diop, Silvia N. Del Lama",published 22 Feb 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0212425,4
"90,000 year-old specialised bone technology in the Aterian Middle Stone Age of North Africa","Abdeljalil Bouzouggar, Louise T. Humphrey, Nick Barton, Simon A. Parfitt, Laine Clark Balzan, Jean-Luc Schwenninger, Mohammed Abdeljalil El Hajraoui, Roland Nespoulet, Silvia M. Bello",published 03 Oct 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0202021,34
Correction: Impact of Maternal HIV Seroconversion during Pregnancy on Early Mother to Child Transmission of HIV (MTCT) Measured at 4-8 Weeks Postpartum in South Africa 2011-2012: A National Population-Based Evaluation,"Thu-Ha Dinh, Kevin P. Delaney, Ameena Goga, Debra Jackson, Carl Lombard, Selamawit Woldesenbet, Mary Mogashoa, Yogan Pillay, Nathan Shaffer",published 04 Jun 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0130321,11
"Which communication technology is effective for promoting reproductive health? Television, radio, and mobile phones in sub-Saharan Africa","Francesco Iacoella, Franziska Gassmann, Nyasha Tirivayi",published 17 Aug 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0272501,10
Increased women’s empowerment and regional inequality in Sub-Saharan Africa between 1995 and 2015,"Erica M. Rettig, Robert J. Hijmans",published 14 Sep 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0272909,4
"A European Mitochondrial Haplotype Identified in Ancient Phoenician Remains from Carthage, North Africa","Elizabeth A. Matisoo-Smith, Anna L. Gosling, James Boocock, Olga Kardailsky, Yara Kurumilian, Sihem Roudesli-Chebbi, Leila Badre, Jean-Paul Morel, Leïla Ladjimi Sebaï, Pierre A. Zalloua",published 25 May 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0155046,24
Microallopatry Caused Strong Diversification in,"Jan C. Habel, Martin Husemann, Thomas Schmitt, Frank E. Zachos, Ann-Christin Honnen, Britt Petersen, Aristeidis Parmakelis, Iasmi Stathi",published 27 Feb 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0029403,24
Most frequent South Asian haplotypes of,"Anshika Srivastava, Rudra Kumar Pandey, Prajjval Pratap Singh, Pramod Kumar, Avinash Arvind Rasalkar, Rakesh Tamang, George van Driem, Pankaj Shrivastava, Gyaneshwer Chaubey",published 16 Sep 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0238255,31
"Knowledge, attitude, perception, and preventative practices towards COVID-19 in sub-Saharan Africa: A scoping review","Ugochinyere Ijeoma Nwagbara, Emmanuella Chinonso Osual, Rumbidzai Chireshe, Obasanjo Afolabi Bolarinwa, Balsam Qubais Saeed, Nelisiwe Khuzwayo, Khumbulani W. Hlongwana",published 19 Apr 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0249853,65
"Diversity, occurrence and conservation of sharks in the southern South China Sea","Takaomi Arai, Azie Azri",published 22 Mar 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0213864,24
The Macroeconomic Consequences of Renouncing to Universal Access to Antiretroviral Treatment for HIV in Africa: A Micro-Simulation Model,"Bruno Ventelou, Yves Arrighi, Robert Greener, Erik Lamontagne, Patrizia Carrieri, Jean-Paul Moatti",published 13 Apr 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0034101,34
Implementation of Cognitive-Behavioral Substance Abuse Treatment in Sub-Saharan Africa: Treatment Engagement and Abstinence at Treatment Exit,"Hetta Gouse, Jessica F. Magidson, Warren Burnhams, Jocelyn E. Remmert, Bronwyn Myers, John A. Joska, Adam W. Carrico",published 27 Jan 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0147900,24
Rates and Reasons for Early Change of First HAART in HIV-1-Infected Patients in 7 Sites throughout the Caribbean and Latin America,"Carina Cesar, Bryan E. Shepherd, Alejandro J. Krolewiecki, Valeria I. Fink, Mauro Schechter, Suely H. Tuboi, Marcelo Wolff, Jean W. Pape, Paul Leger, Denis Padgett, Juan Sierra Madero, Eduardo Gotuzzo, Omar Sued, Catherine C. McGowan, Daniel R. Masys, Pedro E. Cahn, for The Caribbean , Central and South America Network for HIV Research (CCASAnet) Collaboration , of the International Epidemiologic Databases to Evaluate AIDS (IeDEA) Program",published 01 Jun 2010,PLOS ONE,https://doi.org/10.1371/journal.pone.0010490,48
Background Rates of Adverse Pregnancy Outcomes for Assessing the Safety of Maternal Vaccine Trials in Sub-Saharan Africa,"Lauren A. V. Orenstein, Evan W. Orenstein, Ibrahima Teguete, Mamoudou Kodio, Milagritos Tapia, Samba O. Sow, Myron M. Levine",published 04 Oct 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0046638,13
Incidence and predictors of preterm neonatal mortality at Mbarara Regional Referral Hospital in South Western Uganda,"Leevan Tibaijuka, Stephen M. Bawakanya, Asiphas Owaraganise, Lydia Kyasimire, Elias Kumbakumba, Adeline A. Boatin, Musa Kayondo, Joseph Ngonzi, Stephen B. Asiimwe, Godfrey R. Mugyenyi",published 02 Nov 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0259310,10
Spatiotemporal trends in the southwest monsoon wind-driven upwelling in the southwestern part of the South China Sea,"Poh Heng Kok, Mohd Fadzil Mohd Akhir, Fredolin Tangang, Mohd Lokman Husain",published 10 Feb 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0171979,26
Novel avian paramyxovirus (APMV-15) isolated from a migratory bird in South America,"Luciano Matsumiya Thomazelli, Jansen de Araújo, Thomas Fabrizio, David Walker, Dilmara Reischak, Tatiana Ometto, Carla Meneguin Barbosa, Maria Virginia Petry, Richard J. Webby, Edison Luiz Durigon",published 09 May 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0177214,22
Antibiotic resistance and virulence genes profiling of,"Oluwatayo E. Abioye, Nolonwabo Nontongana, Charles A. Osunla, Anthony I. Okoh",published 24 Aug 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0290356,2
Mother and newborn skin-to-skin contact and timely initiation of breastfeeding in sub-Saharan Africa,"Richard Gyan Aboagye, Bright Opoku Ahinkorah, Abdul-Aziz Seidu, Stephen Kofi Anin, James Boadu Frimpong, John Elvis Hagan Jr",published 10 Jan 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0280053,3
Multilevel analysis of determinants of anemia among young women (15-24) in sub-Sahara Africa,"Misganaw Gebrie Worku, Tesfa Sewunet Alamneh, Achamyeleh Birhanu Teshale, Yigizie Yeshaw, Adugnaw Zeleke Alem, Hiwotie Getaneh Ayalew, Alemneh Mekuriaw Liyew, Zemenu Tadesse Tessema, Getayeneh Antehunegn Tesema",published 09 May 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0268129,9
"Factors Associated with Retention to Care in an HIV Clinic in Gabon, Central Africa","Saskia Janssen, Rosanne Willemijn Wieten, Sebastiaan Stolp, Anne Lia Cremers, Elie Gide Rossatanga, Kerstin Klipstein-Grobusch, Sabine Belard, Martin Peter Grobusch",published 16 Oct 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0140746,25
Protected Areas: Mixed Success in Conserving East Africa’s Evergreen Forests,"Marion Pfeifer, Neil D. Burgess, Ruth D. Swetnam, Philip J. Platts, Simon Willcock, Robert Marchant",published 29 Jun 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0039337,101
Trends in prevalence of multi drug resistant tuberculosis in sub-Saharan Africa: A systematic review and meta-analysis,"Baba Maiyaki Musa, Aishatu L. Adamu, Najibah A. Galadanci, Bashir Zubayr, Chisom N. Odoh, Muktar H. Aliyu",published 25 Sep 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0185105,37
Seasonal Climate Effects Anemotaxis in Newly Emerged Adult,"Nicholas C. Manoukis, Ibrahima Baber, Moussa Diallo, Nafomon Sogoba, José M. C. Ribeiro",published 16 Nov 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0026910,2
Using Stable Isotopes of Carbon and Nitrogen to Mark Wild Populations of,"Mercy A. Opiyo, Gabriel L. Hamer, Dickson W. Lwetoijera, Lisa D. Auckland, Silas Majambere, Fredros O. Okumu",published 08 Jul 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0159067,16
"Field evaluation of SD BIOLINE HIV/Syphilis Duo assay among pregnant women attending routine antenatal care in Juba, South Sudan","Dennis K. Lodiongo, Bior K. Bior, Gregory W. Dumo, Joel S. Katoro, Juma J. H. Mogga, Michael L. Lokore, Abe G. Abias, Jane Y. Carter, Lul L. Deng",published 10 Oct 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0205383,7
Reconstructing Asian faunal introductions to eastern Africa from multi-proxy biomolecular and archaeological datasets,"Mary E. Prendergast, Michael Buckley, Alison Crowther, Laurent Frantz, Heidi Eager, Ophélie Lebrasseur, Rainer Hutterer, Ardern Hulme-Beaman, Wim Van Neer, Katerina Douka, Margaret-Ashley Veall, Eriéndira M. Quintana Morales, Verena J. Schuenemann, Ella Reiter, Richard Allen, Evangelos A. Dimopoulos, Richard M. Helm, Ceri Shipton, Ogeto Mwebi, Christiane Denys, Mark Horton, Stephanie Wynne-Jones, Jeffrey Fleisher, Chantal Radimilahy, Henry Wright, Jeremy B. Searle, Johannes Krause, Greger Larson, Nicole L. Boivin",published 17 Aug 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0182565,59
"Effects of rainfall, temperature and photoperiod on the phenology of ephemeral resources for selected bushveld woody plant species in southern Africa","Alan Barrett, Leslie Brown",published 11 May 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0251421,4
System dynamics modelling approach to explore the effect of dog demography on rabies vaccination coverage in Africa,Nozyechi Ngulube Chidumayo,published 25 Oct 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0205884,12
Risk factors for mortality in COVID-19 patients in sub-Saharan Africa: A systematic review and meta-analysis,"Ben Bepouka, Nadine Mayasi, Madone Mandina, Murielle Longokolo, Ossam Odio, Donat Mangala, Marcel Mbula, Jean Marie Kayembe, Hippolyte Situakibanza",published 17 Oct 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0276008,13
Mixed effects analysis of factors associated with health insurance coverage among women in sub-Saharan Africa,"Hubert Amu, Abdul-Aziz Seidu, Ebenezer Agbaglo, Robert Kokou Dowou, Edward Kwabena Ameyaw, Bright Opoku Ahinkorah, Kwaku Kissah-Korsah",published 19 Mar 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0248411,22
Does green innovation moderate between FDI and environmental sustainability? Empirical evidence from South Asia,"Awais Ahmed Brohi, Yoshihisa Suzuki",published 09 Nov 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0288532,0
Burden of Invasive Pneumococcal Disease in Children Aged 1 Month to 12 Years Living in South Asia: A Systematic Review,"Nishant Jaiswal, Meenu Singh, Kiran Kumar Thumburu, Bhavneet Bharti, Amit Agarwal, Ajay Kumar, Harpreet Kaur, Neelima Chadha",published 05 May 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0096282,21
Migration and Interaction in a Contact Zone: mtDNA Variation among Bantu-Speakers in Southern Africa,"Chiara Barbieri, Mário Vicente, Sandra Oliveira, Koen Bostoen, Jorge Rocha, Mark Stoneking, Brigitte Pakendorf",published 05 Jun 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0099117,44
Prevalence of carbapenem resistance in Acinetobacter baumannii and Pseudomonas aeruginosa in sub-Saharan Africa: A systematic review and meta-analysis,"Margaret Toluwalayo Arowolo, Oluwatosin Qawiyy Orababa, Morufat Oluwatosin Olaitan, Bisola Victoria Osibeluwo, Utibeima Udo Essiet, Olajumoke Hanah Batholomew, Oluwaseyi Gbotoluwa Ogunrinde, Oluwaseyi Aminat Lagoke, Jeffrey Difiye Soriwei, Olanrewaju David Ishola, Onyinye Maryann Ezeani, Aminat Oyeronke Onishile, Elizabeth Olumodeji",published 28 Nov 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0287762,1
"Management of possible serious bacterial infection in young infants where referral is not possible in the context of existing health system structure in Ibadan, South-west Nigeria","Adejumoke Idowu Ayede, Oluwakemi Oluwafunmi Ashubu, Kayode Raphael Fowobaje, Samira Aboubaker, Yasir Bin Nisar, Shamim Ahmad Qazi, Rajiv Bahl, Adegoke Gbadegesin Falade",published 30 Mar 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0248720,18
West Africa - A Safe Haven for Frogs? A Sub-Continental Assessment of the Chytrid Fungus (,"Johannes Penner, Gilbert B. Adum, Matthew T. McElroy, Thomas Doherty-Bone, Mareike Hirschfeld, Laura Sandberger, Ché Weldon, Andrew A. Cunningham, Torsten Ohst, Emma Wombwell, Daniel M. Portik, Duncan Reid, Annika Hillers, Caleb Ofori-Boateng, William Oduro, Jörg Plötner, Annemarie Ohler, Adam D. Leaché, Mark-Oliver Rödel",published 13 Feb 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0056236,24
"“I like the way I am, but I feel like I could get a little bit bigger”: Perceptions of body image among adolescents and youth living with HIV in Durban, South Africa","Patrick Nyamaruze, Kaymarlin Govender",published 10 Jan 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0227583,9
"Towards Developing an Initial Programme Theory: Programme Designers and Managers Assumptions on the Antiretroviral Treatment Adherence Club Programme in Primary Health Care Facilities in the Metropolitan Area of Western Cape Province, South Africa","Ferdinand C. Mukumbang, Sara van Belle, Bruno Marchal, Brian van Wyk",published 25 Aug 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0161790,35
